,src,trg,time
33257,1283,704,1085350813
33258,871,595,1085350813
33259,323,643,1085350814
33260,1283,1208,1085350825
33261,1283,1051,1085350838
33262,1168,1283,1085350841
33263,470,1283,1085350893
33264,298,1283,1085350911
33265,871,595,1085350918
33266,60,245,1085350927
33267,90,1283,1085350931
33268,1283,645,1085350932
33269,1283,368,1085350959
33270,323,1083,1085350980
33271,368,1283,1085350988
33272,323,1283,1085351020
33273,1169,1283,1085351043
33274,470,288,1085351097
33275,1283,1340,1085351142
33276,323,367,1085351145
33277,1283,1034,1085351162
33278,1283,297,1085351207
33279,1302,468,1085351213
33280,1283,1341,1085351245
33281,1168,1298,1085351245
33282,1283,85,1085351256
33283,770,1216,1085351262
33284,163,1283,1085351329
33285,782,654,1085351334
33286,1283,1297,1085351336
33287,1118,1283,1085351338
33288,1283,1339,1085351350
33289,27,1283,1085351355
33290,42,1294,1085351361
33291,1283,346,1085351378
33292,1118,598,1085351380
33293,1118,598,1085351395
33294,1283,801,1085351396
33295,1283,1227,1085351415
33296,144,142,1085351429
33297,598,346,1085351450
33298,1339,1283,1085351456
33299,1118,1283,1085351462
33300,1283,128,1085351474
33301,1283,242,1085351513
33302,323,991,1085351534
33303,63,26,1085351535
33304,176,1302,1085351587
33305,1118,598,1085351595
33306,770,598,1085351630
33307,1297,1283,1085351645
33308,288,470,1085351669
33309,346,598,1085351684
33310,644,1283,1085351774
33311,598,346,1085351805
33312,128,1283,1085351807
33313,1283,919,1085351812
33314,1283,758,1085351846
33315,346,220,1085351870
33316,1283,835,1085351873
33317,1118,598,1085351907
33318,770,1196,1085351917
33319,831,1187,1085351920
33320,249,1283,1085351927
33321,1283,1183,1085351930
33322,1283,654,1085351945
33323,998,1283,1085351966
33324,758,1283,1085351996
33325,1283,498,1085352037
33326,1187,831,1085352041
33327,598,353,1085352066
33328,1339,221,1085352076
33329,1283,975,1085352093
33330,1283,317,1085352149
33331,1283,1315,1085352172
33332,1283,728,1085352181
33333,1283,741,1085352192
33334,1283,1310,1085352231
33335,1286,1342,1085352237
33336,831,1187,1085352243
33337,317,1283,1085352254
33338,1283,561,1085352281
33339,561,1310,1085352281
33340,1286,1339,1085352295
33341,1187,831,1085352303
33342,1343,1342,1085352313
33343,561,1283,1085352317
33344,1283,502,1085352328
33345,986,1283,1085352336
33346,1283,1158,1085352346
33347,1283,475,1085352360
33348,1343,1342,1085352389
33349,1283,334,1085352390
33350,1283,1342,1085352404
33351,475,1283,1085352406
33352,1246,1283,1085352420
33353,1283,1270,1085352427
33354,42,1325,1085352439
33355,334,1283,1085352448
33356,1283,1244,1085352462
33357,950,353,1085352463
33358,1283,950,1085352478
33359,1286,1339,1085352486
33360,42,964,1085352487
33361,1283,1326,1085352490
33362,1283,547,1085352509
33363,1283,660,1085352522
33364,1283,325,1085352538
33365,42,1294,1085352543
33366,598,325,1085352554
33367,1283,590,1085352555
33368,1283,1097,1085352570
33369,42,1043,1085352572
33370,1283,543,1085352582
33371,1283,1167,1085352609
33372,1043,454,1085352626
33373,1283,782,1085352642
33374,1315,1283,1085352645
33375,1286,1339,1085352649
33376,1283,415,1085352658
33377,701,308,1085352659
33378,1283,560,1085352670
33379,1283,1032,1085352680
33380,701,341,1085352680
33381,1283,252,1085352695
33382,1283,1018,1085352731
33383,560,1283,1085352739
33384,1167,1283,1085352739
33385,1286,1339,1085352826
33386,770,101,1085352985
33387,323,1083,1085352993
33388,103,1342,1085353022
33389,1283,475,1085353039
33390,1281,1173,1085353103
33391,1286,1339,1085353123
33392,1343,1283,1085353160
33393,831,1187,1085353182
33394,793,353,1085353207
33395,245,881,1085353262
33396,297,1283,1085353337
33397,245,163,1085353350
33398,245,388,1085353381
33399,1325,1283,1085353421
33400,245,334,1085353431
33401,1283,297,1085353504
33402,1343,1342,1085353522
33403,1097,1283,1085353534
33404,1325,42,1085353568
33405,42,1325,1085353581
33406,753,6,1085353587
33407,561,1283,1085353620
33408,252,1283,1085353629
33409,1343,1342,1085353648
33410,245,309,1085353669
33411,1326,1283,1085353717
33412,42,1284,1085353721
33413,63,278,1085353730
33414,1283,1326,1085353744
33415,334,245,1085353746
33416,1325,42,1085353775
33417,1284,42,1085353881
33418,297,1283,1085353897
33419,1284,481,1085353914
33420,1246,834,1085353916
33421,1168,520,1085354094
33422,42,479,1085354113
33423,561,1283,1085354122
33424,1339,1344,1085354153
33425,372,1280,1085354178
33426,1344,1339,1085354206
33427,603,814,1085354211
33428,1281,73,1085354230
33429,1283,561,1085354233
33430,1339,1344,1085354235
33431,298,573,1085354312
33432,1280,372,1085354325
33433,561,1283,1085354335
33434,1344,1339,1085354349
33435,1281,74,1085354352
33436,1281,1345,1085354394
33437,172,638,1085354405
33438,1339,1344,1085354407
33439,1281,1042,1085354426
33440,814,603,1085354443
33441,1281,88,1085354469
33442,1281,73,1085354495
33443,770,495,1085354509
33444,1281,74,1085354511
33445,1344,1339,1085354516
33446,950,1283,1085354531
33447,1325,638,1085354555
33448,1283,389,1085354563
33449,1339,1344,1085354595
33450,1110,1146,1085354609
33451,603,814,1085354627
33452,1281,1042,1085354636
33453,1339,660,1085354638
33454,561,74,1085354660
33455,1344,1339,1085354670
33456,42,843,1085354670
33457,843,42,1085354720
33458,325,1283,1085354769
33459,1339,1344,1085354820
33460,388,245,1085354820
33461,325,598,1085354895
33462,1344,1339,1085354899
33463,1281,1018,1085354908
33464,843,42,1085354920
33465,814,603,1085354928
33466,1281,1018,1085354987
33467,1281,814,1085355053
33468,1339,1344,1085355067
33469,323,991,1085355097
33470,50,1281,1085355098
33471,1281,1018,1085355116
33472,1344,1339,1085355128
33473,603,814,1085355129
33474,1283,753,1085355152
33475,638,1340,1085355163
33476,1281,50,1085355163
33477,1339,1344,1085355186
33478,1132,1174,1085355196
33479,1283,843,1085355205
33480,1281,50,1085355210
33481,843,714,1085355234
33482,881,245,1085355256
33483,1283,1264,1085355264
33484,1344,1339,1085355267
33485,1281,1280,1085355281
33486,714,843,1085355293
33487,1339,1344,1085355345
33488,1281,1018,1085355357
33489,814,603,1085355372
33490,1283,1280,1085355374
33491,843,714,1085355388
33492,753,1283,1085355399
33493,1344,1339,1085355413
33494,1281,422,1085355465
33495,814,1281,1085355474
33496,1281,814,1085355508
33497,1339,1344,1085355511
33498,220,346,1085355519
33499,1281,1325,1085355544
33500,220,1310,1085355551
33501,1283,753,1085355612
33502,42,548,1085355622
33503,53,1283,1085355629
33504,843,1114,1085355631
33505,1340,42,1085355660
33506,1339,1344,1085355678
33507,350,626,1085355684
33508,1281,1325,1085355684
33509,1344,1339,1085355695
33510,42,1340,1085355702
33511,1326,1280,1085355707
33512,1344,1339,1085355711
33513,1340,42,1085355725
33514,1339,1344,1085355755
33515,53,1283,1085355762
33516,1339,1344,1085355769
33517,53,1283,1085355788
33518,42,1340,1085355800
33519,1281,814,1085355842
33520,548,42,1085355866
33521,1344,1339,1085355866
33522,1281,50,1085355872
33523,1281,1325,1085355889
33524,1339,1344,1085355894
33525,42,548,1085355910
33526,1310,220,1085355924
33527,42,638,1085355969
33528,753,1283,1085355999
33529,142,1283,1085356008
33530,53,1283,1085356021
33531,1281,1325,1085356028
33532,1317,1280,1085356052
33533,1281,495,1085356055
33534,1281,475,1085356095
33535,1281,1325,1085356112
33536,142,144,1085356157
33537,308,739,1085356169
33538,1281,475,1085356173
33539,42,475,1085356178
33540,1283,753,1085356185
33541,1281,1325,1085356189
33542,753,1283,1085356209
33543,475,42,1085356261
33544,1283,802,1085356273
33545,1317,758,1085356289
33546,1281,50,1085356302
33547,1283,753,1085356327
33548,1281,475,1085356339
33549,50,1281,1085356340
33550,1340,42,1085356342
33551,323,42,1085356349
33552,1281,50,1085356408
33553,1281,475,1085356430
33554,758,1317,1085356431
33555,753,1283,1085356432
33556,254,1283,1085356446
33557,1281,1325,1085356484
33558,1317,753,1085356518
33559,1317,753,1085356523
33560,753,1317,1085356571
33561,753,1317,1085356578
33562,1281,475,1085356869
33563,308,701,1085356919
33564,594,283,1085356936
33565,1281,1325,1085356950
33566,594,283,1085356981
33567,1281,1004,1085357040
33568,1281,1325,1085357116
33569,1281,50,1085357145
33570,392,1315,1085357288
33571,392,72,1085357342
33572,394,676,1085357467
33573,586,1283,1085357492
33574,392,321,1085357543
33575,640,569,1085357545
33576,6,753,1085357551
33577,1215,1281,1085357589
33578,1097,191,1085357632
33579,753,6,1085357859
33580,392,1051,1085357873
33581,1215,1083,1085357884
33582,1215,1287,1085357956
33583,6,753,1085357991
33584,392,42,1085358007
33585,753,6,1085358080
33586,1087,1132,1085358117
33587,6,753,1085358130
33588,375,912,1085358146
33589,560,840,1085358159
33590,42,392,1085358189
33591,753,6,1085358191
33592,278,63,1085358203
33593,42,392,1085358217
33594,42,475,1085358259
33595,6,753,1085358274
33596,42,815,1085358359
33597,1346,1314,1085358397
33598,560,297,1085358428
33599,753,6,1085358473
33600,1314,1346,1085358580
33601,63,278,1085358737
33602,1346,1314,1085358738
33603,323,741,1085358744
33604,1314,1346,1085358967
33605,1346,1314,1085359084
33606,1174,1132,1085359086
33607,309,245,1085359094
33608,912,375,1085359143
33609,1314,1346,1085359164
33610,1280,1317,1085359195
33611,1280,1326,1085359256
33612,323,42,1085359331
33613,1280,1281,1085359337
33614,392,42,1085359348
33615,1346,1314,1085359354
33616,1314,1346,1085359430
33617,42,392,1085359448
33618,323,1347,1085359496
33619,1317,781,1085359501
33620,1281,50,1085359534
33621,1346,1314,1085359540
33622,1280,1281,1085359587
33623,145,1042,1085359614
33624,1281,1280,1085359618
33625,781,1317,1085359623
33626,1280,1283,1085359630
33627,1280,1281,1085359671
33628,42,323,1085359826
33629,1281,1280,1085359841
33630,741,323,1085359896
33631,323,741,1085359938
33632,1280,1281,1085359953
33633,741,323,1085360002
33634,741,323,1085360018
33635,323,741,1085360056
33636,42,323,1085360075
33637,323,1347,1085360192
33638,1281,1280,1085360192
33639,1315,392,1085360214
33640,323,741,1085360221
33641,701,308,1085360237
33642,42,323,1085360252
33643,323,642,1085360262
33644,422,1281,1085360266
33645,422,1283,1085360279
33646,323,741,1085360288
33647,53,1314,1085360391
33648,323,642,1085360423
33649,42,323,1085360429
33650,1281,422,1085360489
33651,323,642,1085360518
33652,1281,781,1085360525
33653,323,741,1085360535
33654,53,1314,1085360564
33655,1314,1346,1085360582
33656,781,1281,1085360620
33657,1346,1314,1085360621
33658,422,1281,1085360621
33659,53,1314,1085360654
33660,1314,1346,1085360678
33661,323,1347,1085360687
33662,42,323,1085360708
33663,1346,1314,1085360736
33664,741,323,1085360844
33665,323,741,1085360917
33666,42,323,1085360950
33667,815,950,1085360982
33668,50,1281,1085361167
33669,1346,1314,1085361251
33670,42,323,1085361289
33671,53,1244,1085361431
33672,42,323,1085361468
33673,53,975,1085361483
33674,12,142,1085361528
33675,585,495,1085361552
33676,42,323,1085361588
33677,741,323,1085361689
33678,42,323,1085361698
33679,53,1281,1085361779
33680,323,741,1085361814
33681,323,741,1085361930
33682,741,323,1085361969
33683,42,323,1085361984
33684,741,323,1085362005
33685,323,741,1085362035
33686,741,323,1085362136
33687,323,741,1085362154
33688,42,323,1085362168
33689,323,741,1085362178
33690,741,323,1085362193
33691,741,323,1085362224
33692,323,741,1085362247
33693,838,644,1085362344
33694,12,415,1085362698
33695,42,1097,1085363043
33696,1253,644,1085367326
33697,1253,1287,1085367533
33698,1253,640,1085367614
33699,1253,1227,1085367753
33700,1227,1253,1085373489
33701,605,272,1085374747
33702,189,1339,1085375395
33703,1270,1283,1085377243
33704,70,944,1085377341
33705,1123,1325,1085377512
33706,131,1281,1085377741
33707,871,392,1085378825
33708,1113,70,1085379280
33709,1306,990,1085379472
33710,67,1231,1085380291
33711,67,1137,1085380431
33712,67,697,1085380509
33713,342,1097,1085380822
33714,473,372,1085381702
33715,163,245,1085382186
33716,770,495,1085382618
33717,712,640,1085382643
33718,72,1317,1085383031
33719,725,835,1085383438
33720,725,1132,1085383572
33721,454,1043,1085383619
33722,725,1018,1085383722
33723,654,272,1085383797
33724,144,142,1085383986
33725,950,815,1085384222
33726,95,1246,1085384556
33727,95,712,1085384679
33728,249,1295,1085384751
33729,640,712,1085385460
33730,509,758,1085385654
33731,1113,1348,1085385771
33732,1271,281,1085385932
33733,1042,1281,1085385969
33734,1268,644,1085386134
33735,3,482,1085386325
33736,1,477,1085386562
33737,919,1283,1085386599
33738,477,1329,1085386774
33739,42,799,1085386978
33740,477,1271,1085387016
33741,42,1334,1085387106
33742,42,964,1085387189
33743,483,782,1085387383
33744,42,1255,1085387398
33745,42,1255,1085387420
33746,353,598,1085387755
33747,353,793,1085387844
33748,1281,781,1085387934
33749,1113,933,1085387970
33750,1281,422,1085387988
33751,1281,131,1085388048
33752,1281,1042,1085388078
33753,1281,605,1085388146
33754,42,1346,1085388925
33755,26,63,1085388935
33756,42,1346,1085389015
33757,1280,497,1085389107
33758,997,142,1085389168
33759,42,626,1085389183
33760,431,59,1085389397
33761,1272,1346,1085389440
33762,1246,95,1085389750
33763,842,713,1085389803
33764,944,840,1085389810
33765,1335,1255,1085389977
33766,838,547,1085390129
33767,63,26,1085390204
33768,547,838,1085390285
33769,80,609,1085390574
33770,26,63,1085390595
33771,191,1060,1085390692
33772,42,964,1085390759
33773,408,306,1085390770
33774,408,781,1085390861
33775,809,42,1085391061
33776,53,620,1085391068
33777,42,488,1085391069
33778,809,42,1085391305
33779,53,408,1085391462
33780,652,954,1085391687
33781,408,1122,1085391892
33782,488,42,1085391926
33783,1349,366,1085392033
33784,1233,1299,1085392376
33785,644,598,1085392412
33786,257,838,1085392429
33787,372,473,1085392764
33788,793,353,1085392778
33789,220,1310,1085392933
33790,131,1281,1085393145
33791,605,1281,1085393326
33792,142,144,1085393610
33793,768,1189,1085393623
33794,142,997,1085393687
33795,1142,990,1085394030
33796,503,254,1085394142
33797,1142,1058,1085394175
33798,503,739,1085394179
33799,782,483,1085394180
33800,342,784,1085394410
33801,621,1280,1085394523
33802,142,144,1085394534
33803,431,605,1085394634
33804,431,605,1085394657
33805,431,605,1085394669
33806,973,103,1085394671
33807,1136,739,1085394690
33808,314,834,1085394733
33809,431,605,1085395152
33810,431,605,1085395277
33811,1283,1264,1085395306
33812,1042,1281,1085395332
33813,431,605,1085395337
33814,431,605,1085395387
33815,964,42,1085395631
33816,482,3,1085395740
33817,473,372,1085395832
33818,257,42,1085395930
33819,1298,1168,1085395961
33820,770,1196,1085395962
33821,1283,1350,1085395967
33822,257,1294,1085396001
33823,1281,131,1085396101
33824,1215,1283,1085396292
33825,1281,1065,1085396380
33826,114,103,1085396387
33827,609,80,1085396442
33828,1065,517,1085396455
33829,1065,586,1085396471
33830,1215,1281,1085396734
33831,1215,1350,1085396849
33832,1215,1281,1085396947
33833,1346,1314,1085397051
33834,1190,738,1085397174
33835,1325,1123,1085397220
33836,1189,502,1085397229
33837,1101,638,1085397301
33838,1189,1021,1085397308
33839,297,560,1085397310
33840,539,1021,1085397325
33841,1101,498,1085397326
33842,1189,372,1085397336
33843,372,1189,1085397367
33844,1189,1338,1085397386
33845,1189,372,1085397395
33846,372,1189,1085397520
33847,131,1281,1085397548
33848,1127,1189,1085397597
33849,1101,498,1085397627
33850,283,843,1085397629
33851,1101,297,1085397765
33852,555,352,1085397832
33853,1127,296,1085397861
33854,307,317,1085397874
33855,1101,297,1085397939
33856,1072,615,1085398109
33857,1101,297,1085398149
33858,734,617,1085398206
33859,617,734,1085398287
33860,184,1026,1085398388
33861,871,1142,1085398394
33862,734,617,1085398394
33863,871,1350,1085398447
33864,617,734,1085398489
33865,342,1097,1085398531
33866,871,734,1085398553
33867,1247,442,1085398592
33868,1158,924,1085398609
33869,871,1350,1085398669
33870,871,1350,1085398796
33871,1117,856,1085398801
33872,1101,297,1085398959
33873,871,445,1085398968
33874,871,1350,1085399006
33875,1127,296,1085399018
33876,392,42,1085399062
33877,1281,131,1085399142
33878,392,1315,1085399160
33879,1190,144,1085399184
33880,26,1176,1085399282
33881,871,392,1085399375
33882,871,1350,1085399413
33883,1068,1334,1085399426
33884,871,392,1085399545
33885,617,142,1085399616
33886,617,142,1085399652
33887,990,1142,1085399679
33888,245,1146,1085399695
33889,245,1264,1085399711
33890,617,103,1085399788
33891,1101,297,1085399798
33892,871,1142,1085399875
33893,1101,297,1085400326
33894,859,95,1085400367
33895,1190,378,1085400552
33896,1190,378,1085400593
33897,859,50,1085400673
33898,859,1287,1085400755
33899,971,199,1085400806
33900,1350,1185,1085400889
33901,233,193,1085400974
33902,873,144,1085401046
33903,307,317,1085401121
33904,1101,297,1085401127
33905,569,372,1085401259
33906,307,317,1085401344
33907,142,617,1085401392
33908,666,589,1085401402
33909,142,617,1085401480
33910,871,1351,1085401508
33911,871,971,1085401655
33912,307,317,1085401709
33913,32,379,1085401785
33914,32,1338,1085401795
33915,389,1283,1085401822
33916,32,1336,1085401829
33917,9,598,1085401889
33918,9,1338,1085402011
33919,666,616,1085402053
33920,9,1312,1085402099
33921,105,1021,1085402115
33922,644,1295,1085402129
33923,9,1265,1085402137
33924,105,621,1085402187
33925,734,617,1085402296
33926,1295,644,1085402319
33927,1185,1350,1085402327
33928,1350,1185,1085402356
33929,1185,1350,1085402398
33930,1350,1185,1085402528
33931,958,704,1085402553
33932,843,283,1085402652
33933,958,621,1085402889
33934,1352,569,1085402927
33935,1283,1350,1085402958
33936,431,617,1085402969
33937,1350,1283,1085403001
33938,1283,1350,1085403035
33939,871,843,1085403048
33940,249,1295,1085403052
33941,1350,1283,1085403061
33942,1280,621,1085403079
33943,439,212,1085403114
33944,1117,856,1085403129
33945,1283,1350,1085403130
33946,1350,1283,1085403149
33947,1283,1350,1085403219
33948,63,26,1085403225
33949,63,547,1085403286
33950,1350,1283,1085403346
33951,1189,372,1085403357
33952,1189,1127,1085403374
33953,1283,1350,1085403403
33954,1350,1283,1085403438
33955,1283,1350,1085403478
33956,1350,1283,1085403514
33957,1185,1350,1085403529
33958,569,128,1085403569
33959,1350,1185,1085403666
33960,1283,1350,1085403673
33961,704,958,1085403762
33962,1185,1350,1085403770
33963,1294,42,1085403814
33964,431,617,1085403816
33965,1350,1283,1085403892
33966,26,63,1085403902
33967,319,926,1085403957
33968,1185,1350,1085403985
33969,1350,1185,1085404009
33970,1283,1350,1085404015
33971,1350,1185,1085404045
33972,479,472,1085404067
33973,105,1353,1085404074
33974,1350,1283,1085404076
33975,547,63,1085404081
33976,36,1059,1085404088
33977,1185,1350,1085404170
33978,1283,1350,1085404189
33979,1350,1185,1085404197
33980,1350,1283,1085404211
33981,1283,1350,1085404310
33982,1350,1283,1085404334
33983,1185,1350,1085404350
33984,589,666,1085404412
33985,1350,1185,1085404416
33986,831,1049,1085404490
33987,1283,319,1085404569
33988,1185,1350,1085404655
33989,1350,1185,1085404715
33990,1113,933,1085404729
33991,1185,1350,1085404777
33992,1185,1350,1085404809
33993,1350,1185,1085404846
33994,781,408,1085404881
33995,1350,1185,1085404888
33996,781,1281,1085404906
33997,63,26,1085405021
33998,63,547,1085405027
33999,547,63,1085405188
34000,3,482,1085405188
34001,114,770,1085405326
34002,713,1158,1085405370
34003,600,80,1085405500
34004,1350,1185,1085405586
34005,908,1354,1085405597
34006,770,1291,1085405647
34007,1185,1350,1085405830
34008,1350,1185,1085405850
34009,596,193,1085405907
34010,994,831,1085406035
34011,555,856,1085406263
34012,1190,1281,1085406463
34013,831,994,1085406572
34014,297,1183,1085406648
34015,415,997,1085406994
34016,1255,42,1085407153
34017,323,339,1085407192
34018,323,339,1085407396
34019,469,463,1085407558
34020,1036,1123,1085407664
34021,547,1280,1085407721
34022,323,339,1085407803
34023,1283,337,1085407818
34024,950,1346,1085407827
34025,681,402,1085407856
34026,1346,950,1085407893
34027,53,620,1085407926
34028,547,297,1085407956
34029,337,1283,1085407972
34030,283,843,1085408040
34031,323,339,1085408091
34032,871,843,1085408215
34033,375,912,1085408228
34034,1283,337,1085408273
34035,810,1351,1085408356
34036,871,375,1085408412
34037,131,1281,1085408440
34038,871,260,1085408450
34039,193,233,1085408600
34040,871,375,1085408682
34041,1123,1036,1085408832
34042,1123,1036,1085408847
34043,1123,1036,1085408995
34044,1123,1036,1085409018
34045,1123,1036,1085409029
34046,644,1295,1085409138
34047,443,400,1085409351
34048,443,29,1085409417
34049,443,19,1085409429
34050,1136,1283,1085409441
34051,1043,454,1085409723
34052,272,605,1085409792
34053,272,654,1085409856
34054,176,523,1085409859
34055,639,740,1085409940
34056,626,42,1085410127
34057,323,950,1085410153
34058,1196,834,1085410170
34059,323,42,1085410360
34060,986,704,1085410603
34061,871,392,1085410691
34062,871,392,1085410731
34063,950,1346,1085410783
34064,986,793,1085410856
34065,950,323,1085410882
34066,871,392,1085410888
34067,986,357,1085410911
34068,810,1351,1085410912
34069,615,1072,1085410917
34070,986,19,1085410928
34071,1168,1298,1085410963
34072,323,950,1085411010
34073,810,323,1085411091
34074,454,1043,1085411298
34075,1325,1340,1085411330
34076,950,323,1085411464
34077,1118,620,1085411516
34078,1295,644,1085411529
34079,800,1072,1085411588
34080,1083,323,1085411827
34081,810,323,1085411881
34082,986,991,1085411891
34083,1346,950,1085411985
34084,871,392,1085412036
34085,323,950,1085412122
34086,871,981,1085412157
34087,323,1083,1085412167
34088,1168,291,1085412218
34089,871,392,1085412231
34090,367,323,1085412249
34091,323,367,1085412323
34092,1043,454,1085412338
34093,576,337,1085412443
34094,576,337,1085412639
34095,367,323,1085412669
34096,1168,337,1085412848
34097,12,142,1085413066
34098,644,1295,1085413143
34099,1298,1168,1085413156
34100,337,1168,1085413176
34101,644,711,1085413191
34102,142,337,1085413221
34103,29,443,1085413254
34104,337,142,1085413296
34105,337,1168,1085413307
34106,323,367,1085413460
34107,1168,337,1085413491
34108,249,1351,1085413594
34109,323,1083,1085413594
34110,1281,131,1085413638
34111,709,517,1085413648
34112,1281,163,1085413715
34113,36,1059,1085413824
34114,1049,831,1085413832
34115,32,638,1085413933
34116,103,973,1085413992
34117,547,1246,1085414111
34118,1168,337,1085414232
34119,1281,482,1085414233
34120,32,1281,1085414305
34121,1281,1246,1085414309
34122,42,626,1085414313
34123,1329,1271,1085414358
34124,638,32,1085414373
34125,42,392,1085414384
34126,1281,1280,1085414406
34127,1246,1281,1085414437
34128,42,964,1085414452
34129,1281,101,1085414470
34130,32,638,1085414482
34131,638,32,1085414503
34132,1281,1231,1085414513
34133,103,617,1085414538
34134,1281,944,1085414583
34135,1281,211,1085414618
34136,1281,155,1085414687
34137,770,1196,1085414737
34138,1281,68,1085414753
34139,42,1355,1085414756
34140,1280,1281,1085414759
34141,770,1281,1085414779
34142,1281,1280,1085414795
34143,1213,1281,1085414803
34144,42,1356,1085414805
34145,1325,1326,1085414819
34146,323,42,1085414826
34147,770,1281,1085414844
34148,42,1357,1085414865
34149,155,1281,1085414871
34150,1213,1281,1085414879
34151,1281,155,1085414901
34152,225,638,1085414946
34153,1326,1325,1085414963
34154,1281,389,1085414972
34155,1272,1281,1085414981
34156,638,225,1085414994
34157,1213,1281,1085415006
34158,1325,1326,1085415011
34159,1231,1281,1085415035
34160,389,1281,1085415045
34161,1280,1281,1085415066
34162,1272,1281,1085415075
34163,1281,389,1085415105
34164,576,1281,1085415106
34165,1281,1280,1085415123
34166,1213,1281,1085415124
34167,770,1281,1085415126
34168,1213,1281,1085415191
34169,389,1281,1085415205
34170,1281,389,1085415241
34171,1213,1281,1085415245
34172,1272,1281,1085415260
34173,1281,542,1085415263
34174,1168,337,1085415268
34175,770,1281,1085415282
34176,1280,1281,1085415294
34177,19,443,1085415348
34178,1281,532,1085415398
34179,155,1281,1085415434
34180,57,596,1085415454
34181,770,1281,1085415468
34182,1281,155,1085415510
34183,392,42,1085415567
34184,770,1281,1085415570
34185,1281,1287,1085415623
34186,770,1281,1085415672
34187,155,1281,1085415794
34188,42,392,1085415805
34189,1283,1136,1085415824
34190,523,176,1085415872
34191,1281,155,1085415889
34192,523,176,1085415909
34193,810,1281,1085415929
34194,1325,1326,1085415951
34195,155,1281,1085415979
34196,1264,245,1085416067
34197,1283,576,1085416091
34198,1281,155,1085416144
34199,483,1317,1085416164
34200,1283,57,1085416275
34201,586,1065,1085416288
34202,276,190,1085416315
34203,1136,1283,1085416323
34204,155,1281,1085416334
34205,609,1325,1085416373
34206,1358,42,1085416504
34207,502,1189,1085416618
34208,1358,42,1085416716
34209,128,211,1085416765
34210,810,1281,1085416828
34211,586,1072,1085416907
34212,801,1283,1085417066
34213,1113,1131,1085417104
34214,1358,42,1085417230
34215,1036,1123,1085417403
34216,1036,1123,1085417426
34217,1036,1123,1085417466
34218,42,333,1085417514
34219,950,1346,1085417519
34220,1118,1281,1085417535
34221,1358,42,1085417638
34222,856,555,1085417898
34223,1056,1032,1085417912
34224,1123,1036,1085418069
34225,462,1255,1085418257
34226,462,103,1085418281
34227,779,581,1085418303
34228,233,193,1085418350
34229,1171,966,1085418697
34230,1340,830,1085418755
34231,1329,1271,1085418787
34232,752,42,1085418789
34233,752,42,1085418830
34234,1359,1342,1085418918
34235,42,752,1085419120
34236,687,260,1085419201
34237,830,1340,1085419209
34238,687,260,1085419228
34239,1295,644,1085419259
34240,1283,392,1085419275
34241,1283,1359,1085419352
34242,1283,372,1085419456
34243,1268,372,1085419479
34244,372,1283,1085419526
34245,372,1268,1085419555
34246,1283,372,1085419561
34247,1268,1269,1085419565
34248,372,1283,1085419594
34249,454,1043,1085419646
34250,372,454,1085419665
34251,1283,1350,1085419688
34252,372,874,1085419717
34253,1283,797,1085419735
34254,372,975,1085419792
34255,1283,523,1085419796
34256,372,1352,1085419848
34257,1281,532,1085420076
34258,114,770,1085420116
34259,26,63,1085420179
34260,114,103,1085420246
34261,1281,1005,1085420254
34262,835,1283,1085420348
34263,1281,462,1085420374
34264,1346,950,1085420376
34265,523,1283,1085420419
34266,101,100,1085420427
34267,1281,835,1085420432
34268,1281,1227,1085420459
34269,1281,1344,1085420476
34270,63,26,1085420481
34271,799,42,1085420487
34272,1281,128,1085420499
34273,1350,1283,1085420562
34274,1281,927,1085420656
34275,1281,536,1085420697
34276,1287,1281,1085420725
34277,1281,1287,1085420763
34278,1359,1283,1085420786
34279,1281,797,1085420802
34280,1281,542,1085420830
34281,1281,26,1085420875
34282,1287,1253,1085420883
34283,1281,547,1085420897
34284,1281,732,1085420936
34285,32,1281,1085420981
34286,118,1189,1085420990
34287,462,1281,1085421022
34288,1281,462,1085421048
34289,32,638,1085421061
34290,1281,1356,1085421063
34291,32,1281,1085421069
34292,1286,1335,1085421128
34293,32,1281,1085421182
34294,118,586,1085421193
34295,1359,1335,1085421204
34296,257,42,1085421242
34297,752,42,1085421259
34298,462,1281,1085421303
34299,997,415,1085421321
34300,704,799,1085421369
34301,1215,1083,1085421399
34302,257,1183,1085421445
34303,1105,1284,1085421456
34304,919,1317,1085421470
34305,118,943,1085421493
34306,462,1281,1085421564
34307,963,1105,1085421738
34308,1052,713,1085421747
34309,975,1283,1085421808
34310,1105,963,1085421822
34311,800,1281,1085421854
34312,963,1105,1085421896
34313,975,372,1085421929
34314,32,598,1085421986
34315,1065,570,1085422100
34316,1065,570,1085422107
34317,1065,570,1085422111
34318,1065,570,1085422117
34319,1344,1281,1085422362
34320,874,372,1085422573
34321,454,372,1085422657
34322,103,462,1085422811
34323,1176,26,1085422888
34324,770,963,1085422945
34325,415,997,1085423070
34326,462,103,1085423121
34327,448,831,1085423257
34328,50,1284,1085423291
34329,353,194,1085423295
34330,1176,856,1085423357
34331,353,793,1085423458
34332,353,372,1085423496
34333,569,372,1085423644
34334,353,296,1085423690
34335,1032,1056,1085423806
34336,1043,454,1085423856
34337,353,950,1085423885
34338,799,704,1085423941
34339,547,1246,1085424131
34340,799,704,1085424546
34341,605,272,1085424580
34342,704,799,1085424608
