src,trg,time
894,912,1152569185.0
894,912,1152569245.0
7889,4565,1152570391.0
5402,5403,1152573974.0
9476,14792,1152574494.0
7973,1295,1152577814.0
7536,4302,1152577901.0
2854,2858,1152578013.0
25420,8855,1152578784.0
7536,5032,1152579086.0
27786,7069,1152581731.0
963,3169,1152581772.0
13669,13670,1152581772.0
7264,25018,1152582035.0
294,6053,1152582112.0
10538,5800,1152582926.0
5066,12438,1152583174.0
7404,8072,1152584447.0
6211,8072,1152584588.0
2469,14371,1152585616.0
309,4426,1152587166.0
9005,6297,1152587336.0
10179,10173,1152587447.0
11065,2946,1152588190.0
33144,13798,1152588327.0
17434,13121,1152590492.0
18312,22803,1152591656.0
5452,5417,1152591662.0
6150,8545,1152593370.0
3169,2313,1152596137.0
12697,1741,1152596918.0
1201,4475,1152598694.0
23818,2752,1152599192.0
2891,14547,1152599838.0
7660,9455,1152600650.0
11074,2670,1152600799.0
2167,1763,1152601298.0
1376,4156,1152604454.0
8901,8897,1152605052.0
146,150,1152605990.0
25132,507,1152606363.0
6049,4665,1152607144.0
14605,14194,1152607767.0
2318,2199,1152608409.0
7889,10808,1152608891.0
10026,17635,1152609495.0
2109,783,1152609537.0
20320,2674,1152609767.0
7889,7066,1152609917.0
7889,1898,1152610002.0
17582,6027,1152610616.0
6296,492,1152611784.0
2469,14371,1152612061.0
18873,5423,1152612338.0
14435,12429,1152612808.0
9277,2921,1152613084.0
500,2921,1152613149.0
5455,16248,1152613458.0
6434,16248,1152613593.0
15973,29399,1152613696.0
14133,2921,1152614367.0
1305,2978,1152615013.0
7217,20193,1152615802.0
18900,20193,1152615878.0
24111,13906,1152616480.0
2858,2854,1152616514.0
10179,896,1152618252.0
963,2921,1152618352.0
12229,4387,1152619109.0
11074,2670,1152619636.0
18873,5423,1152619683.0
19792,6754,1152619904.0
9476,14792,1152620897.0
10026,13798,1152620981.0
8289,15627,1152621162.0
1889,2439,1152621687.0
7889,10806,1152622105.0
17564,7741,1152623798.0
2921,500,1152624106.0
8623,13362,1152624200.0
2469,16755,1152624414.0
2891,2697,1152624996.0
8271,5269,1152625253.0
11694,5269,1152625529.0
30127,5269,1152625750.0
1743,507,1152625780.0
7522,5269,1152625860.0
6635,1837,1152626654.0
5653,8109,1152627447.0
22271,5553,1152628602.0
23818,2752,1152629173.0
13620,8512,1152630084.0
18238,18615,1152633807.0
5386,5377,1152634122.0
12581,5377,1152634219.0
154,5181,1152635662.0
2854,2858,1152638181.0
16735,2436,1152648559.0
4027,9753,1152648668.0
32820,26095,1152655495.0
6097,13358,1152656665.0
8109,5653,1152657581.0
6663,13918,1152658606.0
23343,8922,1152658685.0
11953,11147,1152659334.0
12545,730,1152660016.0
3736,9704,1152663552.0
26136,4037,1152664319.0
8381,20671,1152665359.0
18901,5268,1152666113.0
20983,12763,1152666258.0
14276,14205,1152666693.0
13918,13670,1152667079.0
1913,8405,1152667497.0
2876,7427,1152668282.0
10179,896,1152668342.0
3290,3105,1152669296.0
5916,5915,1152669787.0
909,14555,1152669909.0
14276,11055,1152669990.0
591,4433,1152670034.0
6775,9375,1152671282.0
16516,9806,1152671474.0
18146,6720,1152672032.0
8380,16650,1152672999.0
26136,2327,1152673215.0
13620,8512,1152673781.0
8623,8607,1152674180.0
712,1297,1152674850.0
5269,15565,1152674851.0
2469,14371,1152675767.0
8504,15792,1152676015.0
11796,8127,1152676739.0
8087,12550,1152677419.0
5269,8271,1152679174.0
41896,26418,1152679560.0
29399,15973,1152680163.0
13045,4795,1152680648.0
18615,18238,1152681050.0
8608,5406,1152681515.0
894,912,1152681705.0
5402,17883,1152682920.0
6053,294,1152682959.0
8263,17883,1152683082.0
1376,4156,1152683220.0
9753,4027,1152683911.0
18238,18615,1152684622.0
14083,15880,1152684869.0
712,4782,1152685521.0
20320,2674,1152686376.0
2242,2241,1152686637.0
12830,31846,1152686891.0
5429,313,1152687198.0
5055,19469,1152687385.0
20193,7217,1152687427.0
6897,6840,1152688102.0
426,10380,1152688139.0
7427,2876,1152688495.0
6581,7510,1152688623.0
6296,492,1152688793.0
6581,7507,1152690437.0
10736,2039,1152690889.0
14872,7507,1152690964.0
6581,3595,1152691087.0
23818,2752,1152691110.0
6581,3986,1152691302.0
4651,4497,1152692666.0
10813,2154,1152692865.0
10282,17206,1152693616.0
1725,27172,1152695539.0
3608,25798,1152696683.0
23343,4163,1152697463.0
4895,11787,1152697640.0
14276,14277,1152697725.0
26136,22668,1152698379.0
3620,9704,1152698509.0
14083,11787,1152698599.0
3867,11787,1152698752.0
8127,9704,1152698778.0
10337,9704,1152698887.0
9796,11787,1152699058.0
9940,11787,1152699124.0
26095,32820,1152699261.0
5434,23970,1152699479.0
14276,25797,1152699638.0
7192,5256,1152700245.0
14276,10941,1152700369.0
6581,7522,1152700647.0
1072,1127,1152700667.0
11796,16518,1152700961.0
6581,16518,1152701011.0
8594,11787,1152701670.0
22155,2804,1152701885.0
16162,11787,1152702096.0
20320,2674,1152702265.0
10098,1719,1152703195.0
23405,15519,1152703859.0
6581,5068,1152703970.0
12979,11787,1152704159.0
25798,3608,1152704534.0
33649,37885,1152704674.0
9148,18996,1152704729.0
14276,23387,1152704991.0
6581,12175,1152705323.0
13289,17835,1152705428.0
1918,11788,1152705431.0
8614,11788,1152705474.0
14069,11788,1152705881.0
8885,2154,1152706265.0
15380,14961,1152707352.0
22372,20954,1152707354.0
20954,22372,1152707445.0
5428,9702,1152707616.0
14276,1950,1152708686.0
6581,450,1152709429.0
7264,7212,1152709779.0
4782,712,1152709916.0
1080,712,1152710362.0
26136,24431,1152711083.0
5322,12754,1152711094.0
2970,2969,1152711603.0
4166,10221,1152711764.0
16786,11714,1152712495.0
27891,28606,1152712685.0
4166,10221,1152712812.0
14435,5556,1152713043.0
5911,6661,1152715771.0
20072,25130,1152715995.0
17099,17096,1152716857.0
26677,21141,1152716888.0
776,498,1152718423.0
10887,22372,1152719548.0
39721,12760,1152719614.0
5056,6262,1152737178.0
25642,11145,1152739414.0
6661,5911,1152740721.0
6691,8749,1152741639.0
24431,26136,1152743561.0
5915,5916,1152743898.0
3821,2930,1152745574.0
7660,8899,1152745772.0
18671,18312,1152746449.0
2614,1002,1152746592.0
3761,4837,1152747103.0
17820,921,1152747451.0
3715,11607,1152748169.0
2384,1717,1152748561.0
8548,13095,1152752765.0
1084,1595,1152752904.0
1084,1595,1152752929.0
10736,8919,1152754849.0
17099,8399,1152756206.0
5402,5403,1152756782.0
5441,16163,1152757542.0
17099,432,1152757847.0
4166,20073,1152758340.0
991,3806,1152758965.0
5324,1722,1152759252.0
12830,31846,1152759749.0
5056,17392,1152761043.0
25130,20072,1152763122.0
10098,1719,1152763822.0
10098,1719,1152763895.0
9822,17348,1152764771.0
894,912,1152765025.0
894,912,1152765070.0
6775,9375,1152765775.0
7662,7968,1152765955.0
25077,6351,1152766085.0
21827,8853,1152766797.0
21827,8853,1152766808.0
7507,5413,1152767040.0
894,912,1152767052.0
5406,5404,1152770132.0
25420,8855,1152771001.0
7983,9965,1152771099.0
9758,8895,1152771572.0
8404,7660,1152772808.0
10282,2701,1152772882.0
22738,14884,1152773010.0
13359,14310,1152773651.0
2020,861,1152774361.0
5869,14842,1152776263.0
6778,21173,1152776329.0
26136,22668,1152776880.0
8087,12550,1152777354.0
4447,17835,1152778331.0
17895,17587,1152779298.0
17564,7741,1152781834.0
10282,14617,1152782308.0
9038,8908,1152782502.0
4166,20320,1152783187.0
8908,9038,1152783414.0
35068,16306,1152783469.0
22372,10887,1152783808.0
1376,4156,1152784691.0
12975,8127,1152784869.0
22227,4447,1152785078.0
17820,17430,1152785202.0
2469,16755,1152785759.0
2469,16755,1152785902.0
2701,17430,1152786108.0
591,4433,1152786154.0
27206,12760,1152786268.0
27206,12760,1152786400.0
18572,9836,1152787140.0
21827,8853,1152787728.0
6720,1565,1152787768.0
13024,3178,1152788408.0
15046,11013,1152789171.0
17895,3372,1152789352.0
793,8394,1152789980.0
17430,2701,1152790368.0
861,2020,1152790392.0
8455,2436,1152791453.0
4472,4475,1152792299.0
8908,13861,1152792810.0
2016,4893,1152794035.0
2469,16755,1152794632.0
9277,8935,1152795047.0
20320,2674,1152795121.0
9965,7983,1152795201.0
8127,12975,1152795441.0
963,8935,1152795653.0
13289,8935,1152795786.0
3904,2436,1152795974.0
7660,8404,1152796068.0
3821,2930,1152796395.0
3821,2930,1152796502.0
12545,12544,1152797109.0
2614,722,1152797182.0
7667,14552,1152797442.0
17764,5121,1152798029.0
36561,5121,1152798064.0
4166,1372,1152798231.0
17099,7320,1152798741.0
6049,4665,1152799152.0
4590,4475,1152799639.0
17764,5121,1152800736.0
3373,430,1152802578.0
17183,15326,1152802865.0
7320,17099,1152803206.0
11128,1090,1152803328.0
16162,16161,1152806224.0
21827,8853,1152807221.0
25726,2154,1152807266.0
5281,12856,1152809893.0
13359,14310,1152828608.0
10255,10941,1152828799.0
1361,6840,1152829233.0
12977,16512,1152833528.0
7066,7069,1152833717.0
14885,19469,1152835060.0
5237,2584,1152835465.0
894,912,1152837235.0
894,912,1152837285.0
12830,31846,1152837941.0
2298,12177,1152838072.0
1969,1986,1152838198.0
24460,10888,1152838810.0
16160,5090,1152839576.0
16162,5090,1152839592.0
894,912,1152839716.0
5384,1565,1152840432.0
11953,22199,1152840477.0
6720,1565,1152840584.0
12767,4870,1152841115.0
27172,1725,1152841362.0
9038,8908,1152841604.0
27891,28606,1152842348.0
18901,5268,1152843147.0
21141,26677,1152843443.0
12434,4870,1152843715.0
3451,3457,1152843985.0
9310,5010,1152844387.0
6661,878,1152845252.0
17764,5121,1152845773.0
17764,5121,1152845896.0
10941,10255,1152846650.0
3969,9456,1152848176.0
13024,3178,1152848616.0
10255,19405,1152848819.0
26200,420,1152849611.0
9456,3969,1152849660.0
2600,3,1152849767.0
12,11,1152850336.0
24460,10888,1152850347.0
1770,1761,1152851131.0
13359,14310,1152851366.0
13359,14310,1152851445.0
12975,8127,1152851550.0
7660,2034,1152852328.0
10255,16173,1152853148.0
13620,8512,1152853659.0
6547,7516,1152853910.0
21638,16273,1152854159.0
7299,5558,1152854224.0
7003,5609,1152854773.0
16162,7051,1152855699.0
20022,18964,1152858453.0
9247,9248,1152858719.0
9992,9988,1152858995.0
12977,16248,1152859239.0
1361,1357,1152859996.0
887,899,1152860025.0
7299,5558,1152860894.0
13374,879,1152862088.0
10255,16155,1152862406.0
17440,16041,1152862511.0
122,12975,1152863083.0
909,910,1152863879.0
13108,2199,1152864812.0
23574,2691,1152865164.0
21638,16273,1152865543.0
4447,22227,1152865702.0
1725,27172,1152866746.0
2498,870,1152867360.0
6098,17586,1152868479.0
8908,9038,1152868640.0
991,4634,1152871034.0
15953,5362,1152871300.0
15973,29399,1152872912.0
7662,5558,1152873600.0
3901,3920,1152873829.0
887,899,1152875201.0
14656,29806,1152875622.0
1278,4651,1152876530.0
16162,11787,1152876702.0
5269,9318,1152877361.0
8624,3991,1152877677.0
16162,8181,1152877964.0
14996,14997,1152879852.0
2932,2275,1152880366.0
377,2275,1152880638.0
15372,5417,1152882228.0
21284,9585,1152883245.0
7410,11973,1152884202.0
27891,28606,1152885263.0
27891,28606,1152885283.0
8615,5030,1152886747.0
8615,5030,1152886947.0
3091,3092,1152887355.0
8615,17233,1152888239.0
8615,14120,1152888330.0
6263,6264,1152889608.0
1918,11607,1152889665.0
12108,16712,1152893896.0
8615,5064,1152896288.0
17099,7320,1152896879.0
14608,8069,1152898109.0
8547,17478,1152900629.0
8455,2436,1152911118.0
3904,2436,1152911141.0
5406,449,1152911314.0
887,899,1152911694.0
21173,6778,1152913865.0
18382,20101,1152915238.0
870,2498,1152916349.0
12059,3243,1152916803.0
3451,3457,1152916837.0
8615,5090,1152917608.0
12835,4785,1152917749.0
8615,3606,1152917806.0
10420,1176,1152918533.0
9988,9992,1152920015.0
1219,316,1152920025.0
14656,9802,1152921006.0
3430,3424,1152921412.0
11238,11232,1152921523.0
2260,2259,1152922133.0
1219,5094,1152922886.0
14656,3920,1152922889.0
31287,31288,1152923756.0
1219,532,1152924610.0
1219,1920,1152925056.0
14118,6649,1152925098.0
9992,9988,1152925670.0
380,11735,1152927063.0
11735,380,1152927278.0
1219,2038,1152927642.0
12609,152,1152928510.0
5108,6649,1152928545.0
1219,432,1152930298.0
1219,513,1152930485.0
29399,15973,1152932419.0
31288,31287,1152933139.0
20834,15236,1152933574.0
13724,3562,1152934131.0
12835,13669,1152934152.0
12830,31846,1152935124.0
1219,514,1152935859.0
788,5417,1152936369.0
15372,5417,1152936466.0
2772,20515,1152936994.0
8836,14132,1152938105.0
2930,528,1152938604.0
2260,3009,1152940123.0
3009,2260,1152941887.0
3920,12176,1152942642.0
617,1414,1152943043.0
11973,7410,1152943842.0
8455,2436,1152944599.0
4651,1278,1152944838.0
2498,18903,1152947449.0
2701,17430,1152948482.0
14874,3908,1152948963.0
12835,14806,1152950948.0
2275,2932,1152951856.0
2469,14371,1152952013.0
802,146,1152952041.0
1913,12175,1152952337.0
4248,5558,1152952607.0
1913,12175,1152952929.0
5869,14842,1152953779.0
4576,287,1152953875.0
14656,11535,1152955598.0
1219,1897,1152956891.0
9585,21284,1152958045.0
7667,18796,1152959039.0
8615,9704,1152959309.0
20101,18382,1152959376.0
17430,2701,1152960554.0
7048,7514,1152961057.0
2701,17430,1152961068.0
2260,2613,1152961943.0
1964,1971,1152962118.0
1084,1194,1152962666.0
8378,8461,1152962885.0
5993,8461,1152962937.0
13736,18996,1152963209.0
15894,19062,1152965239.0
5321,1121,1152965751.0
12975,122,1152966962.0
520,88,1152967103.0
9005,1085,1152967565.0
7957,19471,1152967988.0
1219,16516,1152968249.0
8455,2436,1152968534.0
18934,25018,1152970648.0
3920,5121,1152971511.0
12973,13004,1152971968.0
122,12975,1152971972.0
25457,494,1152973400.0
27891,28606,1152973783.0
7957,5088,1152974313.0
13650,13649,1152975187.0
17430,2701,1152983674.0
2701,17430,1152990452.0
14835,9702,1152992200.0
863,4917,1152993845.0
7957,2436,1152997986.0
9084,9086,1153001946.0
14874,8594,1153004235.0
7504,3915,1153005130.0
7957,8453,1153005661.0
5088,8453,1153005950.0
5064,7903,1153007950.0
11647,7298,1153008778.0
3869,3920,1153013252.0
2321,3920,1153013400.0
25457,494,1153013781.0
21141,26677,1153014757.0
3454,24155,1153015170.0
2522,1441,1153015242.0
3451,8602,1153017818.0
5455,16248,1153019498.0
14874,1217,1153020730.0
7957,3206,1153022569.0
2275,409,1153022867.0
11236,11234,1153023308.0
17430,2701,1153023443.0
2275,409,1153023553.0
8827,13359,1153023704.0
6720,1565,1153024737.0
17471,3423,1153024797.0
25457,21410,1153025270.0
9086,7514,1153029073.0
9086,9084,1153030134.0
5421,7515,1153030349.0
14874,16173,1153030765.0
1771,1573,1153031149.0
132,582,1153031525.0
14874,5039,1153032222.0
309,2329,1153034686.0
9038,8908,1153034798.0
12982,17290,1153035276.0
1765,3404,1153035504.0
13732,13606,1153037565.0
7957,5437,1153037803.0
19469,14885,1153037909.0
14874,14880,1153038056.0
3588,7058,1153039795.0
39441,27177,1153041719.0
5428,3986,1153043749.0
13732,14057,1153043845.0
8267,6275,1153048776.0
8604,5429,1153050738.0
5442,5429,1153050980.0
783,2109,1153051924.0
18934,25018,1153053008.0
4473,4598,1153053333.0
18903,2498,1153053450.0
4297,3908,1153054117.0
4297,3908,1153054405.0
13495,5173,1153055315.0
753,1789,1153055484.0
6098,17586,1153058706.0
8922,8855,1153058951.0
5559,9369,1153060302.0
17586,6095,1153061389.0
2269,427,1153064886.0
11664,29332,1153066834.0
17440,16041,1153067011.0
23744,6351,1153068968.0
7302,9690,1153073055.0
20587,452,1153081444.0
617,616,1153085203.0
10255,10941,1153089733.0
1559,1555,1153093279.0
2767,6509,1153093394.0
4138,3874,1153094645.0
9004,1789,1153096941.0
3874,4138,1153096979.0
5559,9753,1153097055.0
6053,294,1153097064.0
11522,6941,1153097199.0
12441,6448,1153098993.0
31287,31288,1153100885.0
294,6053,1153100962.0
19063,10541,1153103158.0
5916,5915,1153103412.0
2588,3423,1153103850.0
11126,6968,1153104420.0
16648,4663,1153104913.0
7302,2436,1153105022.0
1195,536,1153105368.0
4493,1750,1153105805.0
4254,3423,1153106299.0
4248,3423,1153106473.0
10182,9561,1153107480.0
16266,14480,1153107509.0
3880,3920,1153108132.0
499,498,1153108163.0
12176,3920,1153108777.0
27177,39441,1153109379.0
388,21275,1153110031.0
8835,8836,1153111054.0
6778,2011,1153111264.0
6778,2011,1153111683.0
13410,2329,1153112905.0
10679,2329,1153113043.0
2117,2150,1153113076.0
22815,22168,1153114912.0
388,1994,1153115935.0
3474,17623,1153116988.0
1217,8183,1153118532.0
23185,7898,1153122971.0
1217,9698,1153122981.0
3404,1765,1153124194.0
18238,18615,1153124756.0
22362,530,1153125830.0
146,802,1153126519.0
1217,4960,1153126875.0
19063,10069,1153127332.0
17208,7118,1153127479.0
7527,5449,1153128145.0
16712,12108,1153128603.0
3531,295,1153129458.0
23185,1920,1153129559.0
15946,7512,1153129922.0
16034,21827,1153130357.0
1217,5121,1153130926.0
23185,5121,1153130958.0
2824,4837,1153131040.0
1084,1085,1153131359.0
717,12631,1153131383.0
5559,979,1153131532.0
1217,5039,1153132302.0
18382,20101,1153132543.0
411,2275,1153133901.0
19459,22488,1153134097.0
13303,4220,1153134193.0
13304,4220,1153134347.0
6720,1565,1153134518.0
4249,4250,1153134567.0
6275,8267,1153135630.0
388,5616,1153136854.0
5450,2294,1153136888.0
21827,16034,1153137389.0
9585,21284,1153137560.0
9561,10182,1153138015.0
2321,12175,1153138664.0
17910,23387,1153138775.0
4220,13303,1153139042.0
4220,13303,1153139072.0
7302,5032,1153139526.0
8908,13861,1153140863.0
8624,3991,1153140865.0
15522,9434,1153141812.0
2517,633,1153141921.0
2034,7660,1153142883.0
10069,19063,1153142987.0
3153,1278,1153143026.0
4271,4268,1153143071.0
4176,13688,1153143566.0
27891,28606,1153143967.0
29013,5279,1153144247.0
2195,14961,1153144765.0
1376,4156,1153145161.0
9037,12639,1153145339.0
22338,17920,1153146349.0
13024,3178,1153147632.0
10744,9984,1153148003.0
9988,9992,1153148816.0
20085,131,1153150199.0
12175,2321,1153151490.0
8074,6264,1153151555.0
499,498,1153152241.0
1771,1301,1153155860.0
8908,9038,1153156595.0
20834,17397,1153158727.0
20588,20745,1153161057.0
8602,3451,1153163812.0
5443,2436,1153169326.0
6778,21173,1153170197.0
8342,7450,1153171111.0
1532,2935,1153171733.0
2971,2965,1153173045.0
10749,6144,1153174821.0
776,498,1153176106.0
3451,3457,1153177329.0
4748,3490,1153179857.0
18674,7522,1153180039.0
2321,12175,1153180377.0
1925,7522,1153180640.0
19459,6351,1153182094.0
36551,12595,1153182449.0
20834,15236,1153182487.0
7410,4909,1153183564.0
22045,12007,1153184417.0
11371,21507,1153184775.0
6940,8548,1153186227.0
2275,411,1153187284.0
27891,28606,1153187532.0
14206,16169,1153187588.0
14206,16169,1153187593.0
5443,26399,1153188811.0
1121,5321,1153188998.0
788,5417,1153189375.0
7522,18674,1153189458.0
591,4433,1153191146.0
22045,22063,1153191691.0
17586,6445,1153192743.0
12664,7020,1153192837.0
894,912,1153193035.0
894,912,1153193077.0
3490,4748,1153194819.0
11522,6941,1153194954.0
37885,33649,1153194987.0
20009,16636,1153195335.0
5108,6649,1153197824.0
10098,1719,1153199059.0
8342,5618,1153200877.0
10179,896,1153201621.0
19459,22488,1153201665.0
18671,18312,1153203041.0
10744,7329,1153203429.0
5255,15931,1153203581.0
132,582,1153203743.0
22934,3009,1153203773.0
9926,1225,1153203989.0
5443,8453,1153204693.0
13106,14163,1153205174.0
8294,7329,1153205208.0
17471,5661,1153205230.0
3969,9456,1153205835.0
2971,5616,1153206736.0
11535,14656,1153206847.0
9926,1225,1153207757.0
10127,10099,1153208084.0
5108,15326,1153208084.0
17411,17426,1153208221.0
18674,7522,1153211315.0
14798,9698,1153211547.0
8455,19685,1153212326.0
2498,2501,1153213529.0
8069,14608,1153214615.0
530,22362,1153214759.0
15046,11013,1153215894.0
8342,5284,1153217073.0
7329,8294,1153217199.0
6543,2081,1153218944.0
8294,7329,1153219681.0
8922,8855,1153220275.0
4220,13304,1153220732.0
6262,5056,1153221199.0
17392,5056,1153221278.0
5661,17471,1153221439.0
36551,19684,1153221509.0
4447,22227,1153223191.0
22815,22168,1153223552.0
5188,4374,1153224371.0
8559,14092,1153224564.0
4176,13688,1153224789.0
23744,6351,1153225605.0
19685,8455,1153225618.0
9007,2697,1153225816.0
2329,13410,1153226338.0
1966,1971,1153226603.0
14207,11606,1153226707.0
10468,10470,1153226864.0
5384,8940,1153227222.0
24999,11024,1153227487.0
24999,11024,1153228320.0
5056,6262,1153229195.0
5429,5442,1153229272.0
11148,11147,1153229907.0
8908,13861,1153230103.0
25420,11882,1153230497.0
9088,16248,1153231306.0
2081,6543,1153231331.0
2891,2180,1153232111.0
21827,8853,1153232577.0
14961,9704,1153232730.0
5791,10024,1153233757.0
5791,10024,1153233789.0
24573,23671,1153233870.0
24573,23671,1153233870.0
1724,1723,1153233972.0
18404,12576,1153234931.0
10098,1719,1153236961.0
39794,25775,1153238952.0
11146,23465,1153242828.0
13859,11917,1153255259.0
3715,12276,1153258338.0
14880,7890,1153261882.0
7525,7573,1153262574.0
31287,31288,1153262812.0
14964,4960,1153263789.0
7890,4960,1153263825.0
14608,12767,1153265192.0
17680,5693,1153267143.0
5693,17680,1153267617.0
5284,8342,1153267871.0
5618,8342,1153267999.0
12576,18404,1153268257.0
11236,11234,1153268344.0
12433,2771,1153268373.0
10182,20671,1153269959.0
12767,14608,1153270365.0
26200,420,1153270490.0
25420,11882,1153272222.0
4960,7890,1153272945.0
4960,5030,1153273136.0
14880,9939,1153274016.0
14964,1045,1153274036.0
1966,1971,1153274383.0
1441,1386,1153274404.0
3716,12276,1153275177.0
15809,10743,1153275588.0
6772,6775,1153276158.0
14880,14874,1153276957.0
14880,12148,1153277576.0
14880,23188,1153278149.0
8342,7450,1153278803.0
4960,14067,1153279491.0
542,28787,1153280257.0
14880,10815,1153280471.0
894,912,1153281175.0
5869,14842,1153281486.0
9694,5425,1153283303.0
15047,8626,1153283303.0
4960,4140,1153283937.0
1771,1301,1153283975.0
23824,12434,1153284175.0
4140,4960,1153284505.0
975,1383,1153286733.0
5188,3602,1153287023.0
14880,1904,1153287455.0
17586,6445,1153288103.0
4960,5448,1153289900.0
24136,1558,1153290179.0
13410,19499,1153290245.0
294,8503,1153290469.0
14880,1914,1153290494.0
12623,2494,1153290636.0
5619,5361,1153291191.0
5448,4960,1153291915.0
5241,492,1153293693.0
4960,10806,1153293993.0
5377,1085,1153294702.0
14721,19936,1153295096.0
14880,3879,1153295187.0
5279,29013,1153296487.0
5377,1891,1153297238.0
13625,12760,1153298267.0
27206,12760,1153298444.0
5532,12760,1153298559.0
39721,12760,1153298654.0
7405,21765,1153299317.0
5377,12653,1153300922.0
561,3748,1153301536.0
8933,480,1153302066.0
13859,11917,1153302106.0
7405,21765,1153302845.0
14872,9939,1153303811.0
8894,8904,1153304441.0
411,2275,1153305133.0
4960,1217,1153305632.0
3451,8602,1153306448.0
5450,2294,1153307118.0
5444,2294,1153307398.0
2181,15953,1153310800.0
27206,27209,1153310927.0
4960,3872,1153311892.0
5054,8732,1153312594.0
6720,1565,1153313128.0
2313,5603,1153313215.0
1918,14964,1153313578.0
12434,23824,1153313647.0
3371,20953,1153314593.0
24136,1558,1153314747.0
14880,7907,1153314778.0
2875,12647,1153314847.0
4960,7907,1153314860.0
2924,2967,1153315348.0
9939,14872,1153315370.0
4297,3908,1153315949.0
3869,20823,1153317003.0
4960,450,1153317374.0
3454,24155,1153317573.0
8342,5284,1153317953.0
14872,9939,1153318302.0
20823,3869,1153318511.0
1408,1594,1153319805.0
3451,8602,1153320119.0
5097,5030,1153323234.0
2242,2241,1153324873.0
7204,5054,1153326241.0
1724,8904,1153326615.0
8602,3451,1153336495.0
10806,4960,1153338804.0
1217,4960,1153338942.0
3872,4960,1153338996.0
7907,4960,1153339023.0
8933,491,1153339433.0
5661,14194,1153345539.0
7907,14880,1153345728.0
5377,12581,1153346937.0
9992,9988,1153347235.0
25132,507,1153348183.0
5385,1770,1153348715.0
3163,18447,1153349590.0
16286,17492,1153349619.0
3920,14085,1153351112.0
14964,1045,1153352247.0
7329,10744,1153354344.0
20823,14933,1153354533.0
1305,556,1153354988.0
5385,1770,1153355195.0
591,4433,1153356044.0
6668,2696,1153356206.0
23188,14880,1153356380.0
12148,14880,1153356413.0
14874,14880,1153356491.0
9939,14880,1153356876.0
14875,14880,1153357123.0
2469,14371,1153357369.0
7890,14880,1153357617.0
8933,480,1153359174.0
11629,9651,1153359324.0
14880,7890,1153359351.0
5619,15047,1153359743.0
12649,416,1153360890.0
4701,5068,1153361059.0
2285,2675,1153361797.0
8615,12147,1153361812.0
22271,5553,1153361834.0
21018,13689,1153361870.0
20983,1562,1153362471.0
3584,12147,1153362846.0
10891,5423,1153364190.0
8922,6211,1153364199.0
14880,1914,1153364494.0
3430,3424,1153366143.0
20953,3371,1153366679.0
21821,5891,1153367281.0
13058,20336,1153367587.0
5322,1435,1153369005.0
7118,17208,1153369614.0
1431,17208,1153369860.0
10356,15237,1153370525.0
14964,1045,1153370854.0
4297,3908,1153371511.0
5039,1217,1153371683.0
4960,1217,1153372207.0
8127,1217,1153372603.0
4247,4239,1153372944.0
25132,18404,1153373274.0
9825,1217,1153373280.0
8181,16162,1153373356.0
16161,16162,1153374386.0
5333,5590,1153374480.0
1194,1085,1153374891.0
5077,8180,1153376470.0
12315,3588,1153378137.0
1217,8183,1153378493.0
14120,7910,1153378705.0
5333,5590,1153379298.0
16936,5526,1153379709.0
24136,1558,1153379788.0
23970,5434,1153380102.0
21284,35115,1153380328.0
2181,15953,1153381389.0
6665,12546,1153382185.0
23744,25077,1153382956.0
16286,717,1153384266.0
15953,2181,1153384788.0
2181,15953,1153386758.0
19791,17430,1153387246.0
5532,12760,1153389284.0
11730,8937,1153390811.0
5915,5916,1153391121.0
2967,10098,1153391235.0
32297,2436,1153391683.0
4239,4247,1153393155.0
24136,1558,1153393236.0
14872,3875,1153396189.0
5406,449,1153396828.0
14656,29806,1153398132.0
5245,4520,1153398517.0
9534,12444,1153398554.0
5298,3129,1153399110.0
10029,10030,1153400151.0
2675,2285,1153401199.0
2285,2675,1153401339.0
1770,5385,1153401371.0
5081,3914,1153403191.0
12315,3736,1153404279.0
27209,27206,1153404338.0
9965,6113,1153404652.0
20962,12647,1153404978.0
13410,19499,1153404981.0
3290,2552,1153405710.0
19459,22488,1153406141.0
11730,12397,1153406901.0
16266,14480,1153408877.0
17116,6596,1153411978.0
16796,27826,1153412752.0
9007,2697,1153412942.0
12108,16712,1153413169.0
8181,22654,1153413605.0
5434,23970,1153413703.0
18023,3595,1153420878.0
6113,9965,1153426044.0
1408,1878,1153428415.0
14205,1913,1153430319.0
25068,432,1153434966.0
12315,432,1153434999.0
5620,8609,1153435239.0
12830,31846,1153435934.0
3430,3424,1153436202.0
1964,1971,1153436216.0
1966,1971,1153436350.0
3371,20953,1153436437.0
5385,1770,1153437609.0
6262,5056,1153439481.0
20823,14933,1153440076.0
7196,5715,1153442874.0
2310,2311,1153442905.0
13321,2614,1153443501.0
25068,6351,1153443581.0
2741,2740,1153443638.0
24479,12147,1153443978.0
1153,4239,1153444210.0
1559,13815,1153445688.0
20953,3371,1153446314.0
2680,2675,1153447097.0
11503,2675,1153447222.0
1127,2440,1153449793.0
21821,5891,1153450782.0
1376,4156,1153451305.0
10205,11247,1153452123.0
13024,3178,1153454250.0
12430,8315,1153454284.0
13024,3178,1153454570.0
13024,3178,1153454839.0
12315,18641,1153455295.0
